ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,220365,30.61%,14672
マカ,56466,7.84%,5038
ウコン,54790,7.61%,5185
サラシア,51054,7.09%,1675
キノコ・マッシュルーム,48208,6.70%,2282
ブルーベリー,34711,4.82%,4004
スピルリナ,31032,4.31%,1287
高麗人参,25837,3.59%,1187
ノコギリヤシ,24978,3.47%,1812
フコイダン,24675,3.43%,621
イチョウ葉,21644,3.01%,2210
クロレラ,19013,2.64%,1150
田七人参,16925,2.35%,869
梅肉,13370,1.86%,1300
トンカットアリ,12276,1.71%,855
フォルスコリ,10637,1.48%,811
じゃばら,8063,1.12%,742
ニンニク,7784,1.08%,946
チアシード,7323,1.02%,677
アサイー,6630,0.92%,529
プエラリア,4757,0.66%,527
ゴジベリー,3042,0.42%,339
マキベリー,2943,0.41%,280
セントジョーンズワート,2876,0.40%,651
カプサイシン,2427,0.34%,312
エキナセア,1929,0.27%,374
ビーポーレン,1873,0.26%,242
黒豆,1723,0.24%,79
ガラナ,1215,0.17%,105
メシマコブ茸,869,0.12%,28
カムカム,259,0.04%,54
カカオ,239,0.03%,51
バジルシード,56,0.01%,13
