ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ビタミンB9・葉酸,137651,26.57%,4865
ビタミンC,127864,24.68%,8664
マルチビタミン,117597,22.70%,7649
ビタミンB群,23290,4.50%,3461
その他,20869,4.03%,2508
ビタミンD,19894,3.84%,2966
ビタミンB3・ナイアシン,19026,3.67%,1279
ビタミンE,18849,3.64%,1907
ビタミンB7・ビオチン,12838,2.48%,1678
ビタミンB2,3843,0.74%,272
ビタミンA,3775,0.73%,720
ビタミンB5・パントテン酸,3432,0.66%,372
ビタミンB1,3111,0.60%,396
ビタミンB6,2632,0.51%,281
ビタミンB12,1885,0.36%,477
ビタミンK,726,0.14%,229
ビタミンP,638,0.12%,175
ビタミンB8,123,0.02%,93
