ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,13139,25.51%,2253
わかめ,10955,21.27%,1919
昆布,7264,14.10%,2014
めかぶ,6354,12.33%,987
ひじき,4894,9.50%,570
もずく,3807,7.39%,833
海ぶどう,3202,6.22%,426
セット・詰め合わせ,1897,3.68%,370
