ジャンル名,売上指数（千円）,シェア,商品ランク入り数
シャワーヘッド,656924,31.93%,11382
入浴剤,474747,23.07%,29383
バスマット,128920,6.27%,10968
ソープボトル・シャンプーボトル,123423,6.00%,8558
風呂ふた,111898,5.44%,6460
整理棚・ラック,100873,4.90%,9674
その他,99060,4.81%,11282
椅子,79712,3.87%,5626
自動ソープディスペンサー,57603,2.80%,2410
タオルハンガー,52246,2.54%,5834
バス保温器,29058,1.41%,508
サウナハット,25382,1.23%,1992
ボディタオル,25171,1.22%,6349
浴槽・浴室内マット,19276,0.94%,2154
洗面器・風呂桶,16643,0.81%,2786
ボディスポンジ,11134,0.54%,2102
セット,9855,0.48%,1007
石けんケース・石けん台,8880,0.43%,2522
シャワーヘッドホルダー・シャワーフック,7614,0.37%,1349
ボディブラシ,5879,0.29%,1231
シャワーカーテン,5755,0.28%,1432
バスピロー,3532,0.17%,479
バスブーツ,1484,0.07%,276
泡立てネット,1421,0.07%,424
軽石,969,0.05%,312
