ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,26121,28.31%,6889
唐辛子,17670,19.15%,6420
シナモン,14564,15.78%,2048
ブラックペッパー,8574,9.29%,2333
山椒・花椒,5674,6.15%,1512
ジンジャー,5223,5.66%,1321
ガーリック,4634,5.02%,1319
ターメリック,2097,2.27%,616
オニオン,2084,2.26%,571
カルダモン,1408,1.53%,548
クローブ,1296,1.40%,491
ホワイトペッパー,723,0.78%,311
コリアンダー,664,0.72%,355
パプリカ,469,0.51%,220
サフラン,442,0.48%,117
ナツメグ,365,0.40%,167
スターアニス,263,0.29%,137
