ジャンル名,売上指数（千円）,シェア,商品ランク入り数
カニ,440229,23.20%,11004
貝類,249031,13.12%,15376
加工品,174050,9.17%,22158
魚卵,144109,7.59%,12652
セット・詰め合わせ,136025,7.17%,9643
イカ,104390,5.50%,9663
エビ,99227,5.23%,6397
サバ,91064,4.80%,3797
サケ,79387,4.18%,8084
マグロ,79378,4.18%,4816
フグ,52783,2.78%,3145
海藻類,51472,2.71%,9793
その他水産物,45418,2.39%,8776
ウニ,25862,1.36%,1905
ブリ,24176,1.27%,1071
ホッケ,17790,0.94%,1019
タイ,16640,0.88%,1828
その他,15967,0.84%,1748
カツオ,11098,0.58%,1563
イワシ,10505,0.55%,2540
タコ,9271,0.49%,1642
タラ,8245,0.43%,1308
アジ,4564,0.24%,1116
サンマ,2735,0.14%,517
生ちりめん・生しらす,2666,0.14%,522
シシャモ,1511,0.08%,377
