ジャンル名,売上指数（千円）,シェア,商品ランク入り数
モッツァレラ,6834,48.42%,865
クリームチーズ,4217,29.88%,792
その他,1302,9.22%,225
マスカルポーネ,856,6.06%,175
リコッタ,368,2.60%,150
フロマージュブラン,255,1.81%,112
カッテージチーズ,209,1.48%,157
ブルサン,73,0.52%,103
