ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆類,80971,15.58%,15449
にんにく,71145,13.69%,6493
とうもろこし,69489,13.37%,4269
その他野菜,45273,8.71%,6977
たまねぎ,33815,6.51%,3370
サツマイモ,32432,6.24%,3407
セット・詰め合わせ,24289,4.67%,2578
トマト,23171,4.46%,2815
きのこ,20144,3.88%,4058
ジャガイモ,17813,3.43%,2534
生姜,16240,3.13%,1982
アスパラガス,15733,3.03%,1502
カット野菜,14458,2.78%,1622
にんじん,11292,2.17%,1324
らっきょう,8908,1.71%,1001
その他,7557,1.45%,1803
山菜,6999,1.35%,1073
かぼちゃ,3511,0.68%,659
ねぎ,3014,0.58%,929
ナス,2153,0.41%,696
ごぼう,2102,0.40%,715
ほうれん草,1868,0.36%,582
水煮野菜,1784,0.34%,391
大根,1392,0.27%,541
キャベツ,1274,0.25%,507
キュウリ,1205,0.23%,345
里芋,587,0.11%,225
レタス,525,0.10%,258
白菜,258,0.05%,154
ニラ,183,0.04%,84
