ジャンル名,売上指数（千円）,シェア,商品ランク入り数
神棚,29884,61.17%,2655
その他,10697,21.90%,1850
御霊舎,3731,7.64%,144
神具セット,2573,5.27%,603
燈籠,797,1.63%,148
三方,697,1.43%,222
神鏡,373,0.76%,169
香炉,84,0.17%,107
かがり火,21,0.04%,103
