ジャンル名,売上指数（千円）,シェア,商品ランク入り数
はさみ,10924,27.46%,4391
カッターナイフ,10154,25.53%,2865
裁断機・ディスクカッター,7608,19.13%,874
カッティングマット,4289,10.78%,848
手動シュレッダー,3199,8.04%,412
レターオープナー・ペーパーナイフ,1591,4.00%,625
その他,1484,3.73%,453
カッター替え刃,527,1.33%,269
