ジャンル名,売上指数（千円）,シェア,商品ランク入り数
サプリメント,7501675,60.03%,304801
健康食品,1512354,12.10%,76132
デンタルケア,1235494,9.89%,127967
ダイエット,781709,6.26%,46976
健康グッズ,749652,6.00%,71901
リラックス・マッサージ用品,463537,3.71%,33128
健康アクセサリー,183011,1.46%,8043
その他,69685,0.56%,4509
