ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,1432170,25.23%,31000
プロテイン,1325344,23.35%,38871
植物性エキス,469943,8.28%,43038
アミノ酸,420997,7.42%,23358
ファイトケミカル,416202,7.33%,12360
ビタミン,399543,7.04%,34234
ミネラル,165742,2.92%,20789
酵素,163687,2.88%,10871
コラーゲン,159058,2.80%,10277
プロバイオティクス,149855,2.64%,10325
脂肪酸・オイル,126273,2.22%,9587
プラセンタ,95404,1.68%,3799
動物性エキス,60179,1.06%,4187
食物繊維,54467,0.96%,6217
グルコサミン・コンドロイチン,53643,0.95%,4330
ビタミン・ミネラル混合,35942,0.63%,1854
クエン酸,33172,0.58%,3452
プロポリス,22129,0.39%,2596
ラクトフェリン,19351,0.34%,930
ヒアルロン酸,19323,0.34%,1281
オリゴ糖,14184,0.25%,2004
動植物性混合エキス,12961,0.23%,1417
ミドリムシ,12915,0.23%,913
ローヤルゼリー,10244,0.18%,1062
核酸,3748,0.07%,331
