ジャンル名,売上指数（千円）,シェア,商品ランク入り数
レジンアクセサリークラフト道具,73535,31.03%,24818
裁縫道具,37831,15.96%,15787
刺繍道具,25996,10.97%,9218
編物道具,24547,10.36%,7399
アクセサリークラフトキット,22135,9.34%,10124
ペーパークラフトキット,16108,6.80%,6138
レザークラフト道具,11880,5.01%,3457
ビーズクラフト道具,8293,3.50%,6320
その他,5289,2.23%,1646
パッチワーク・キルティング道具,3262,1.38%,905
シルバークラフトキット,2768,1.17%,349
ぬいぐるみ制作キット,2727,1.15%,1230
ちりめん細工キット,1555,0.66%,765
フェルトクラフト道具,1038,0.44%,948
