ジャンル名,売上指数（千円）,シェア,商品ランク入り数
キッチンペーパー,38125,28.64%,6668
その他,34741,26.10%,4067
ラップ,32011,24.05%,6828
フリーザーバック,15244,11.45%,5066
クッキングシート,3890,2.92%,1250
アルミホイル・アルミ箔,3733,2.80%,1385
油処理剤,2738,2.06%,702
脱臭剤,1892,1.42%,790
飲料水・炊飯用炭,492,0.37%,167
保鮮紙,151,0.11%,135
天ぷら敷紙・天紙,102,0.08%,137
