ジャンル名,売上指数（千円）,シェア,商品ランク入り数
サバ,305201,17.32%,3963
加工品,197584,11.21%,20048
サケ,187234,10.63%,8683
貝類,170331,9.67%,13157
エビ,141697,8.04%,6371
魚卵,116943,6.64%,10183
カニ,106177,6.03%,5455
セット・詰め合わせ,105560,5.99%,8991
マグロ,81762,4.64%,4539
イカ,72941,4.14%,9381
海藻類,58096,3.30%,9536
その他水産物,43988,2.50%,6206
ウニ,33854,1.92%,2110
アジ,25249,1.43%,1441
ホッケ,22417,1.27%,833
カツオ,18222,1.03%,1829
タイ,11147,0.63%,1513
その他,10349,0.59%,1469
タコ,9838,0.56%,1550
フグ,9167,0.52%,916
サンマ,9154,0.52%,584
イワシ,9041,0.51%,2432
タラ,5347,0.30%,893
ブリ,4890,0.28%,459
シシャモ,3467,0.20%,342
生ちりめん・生しらす,2349,0.13%,517
