ジャンル名,売上指数（千円）,シェア,商品ランク入り数
セット・詰め合わせ,31845,43.44%,670
参鶏湯,14375,19.61%,923
その他,12126,16.54%,2614
スープ,8684,11.85%,1637
トッポギ,2621,3.58%,867
チヂミ,2036,2.78%,416
プルコギ,1268,1.73%,84
ナムル,359,0.49%,159
