ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,201759,34.48%,8025
青汁,189414,32.37%,12035
栄養ドリンク剤,73286,12.52%,4696
機能性ゼリー,43298,7.40%,3691
サジージュース,25727,4.40%,944
アロエジュース,16399,2.80%,553
プラセンタ配合ドリンク,10459,1.79%,487
高麗人参エキス配合ドリンク,10257,1.75%,706
ローヤルゼリー配合ドリンク,4143,0.71%,265
茶カテキン配合ドリンク,3629,0.62%,314
コーヒー飲料,2820,0.48%,333
ヒアルロン酸配合ドリンク,1425,0.24%,101
ゲルマニウムウォーター,1205,0.21%,62
ブラックジンガー,847,0.14%,121
黒豆ココア,234,0.04%,41
寒天ドリンク,163,0.03%,25
バナジウムウォーター,57,0.01%,8
