ジャンル名,売上指数（千円）,シェア,商品ランク入り数
お茶・紅茶,1290959,23.50%,158297
コーヒー,1240803,22.59%,99942
水・炭酸水,1031839,18.78%,30992
炭酸飲料,753674,13.72%,0
野菜・果実飲料,548154,9.98%,0
スポーツドリンク,144034,2.62%,0
お酢飲料,94915,1.73%,0
その他,85765,1.56%,9843
植物性ミルク,76915,1.40%,2912
乳酸菌飲料,72857,1.33%,0
甘酒,57106,1.04%,6555
希釈用ドリンク,30869,0.56%,4194
ゼリー飲料,22899,0.42%,3736
牛乳,16223,0.30%,0
スムージー,10658,0.19%,1094
ココア・チョコレートドリンク,8458,0.15%,0
フルーツ入り乳飲料,2934,0.05%,356
生姜湯,2564,0.05%,376
柚子茶,1939,0.04%,197
ソフトドリンク(1703削除),0,0.00%,105501
