ジャンル名,売上指数（千円）,シェア,商品ランク入り数
セット・詰め合わせ,13635,34.21%,285
その他,8279,20.77%,2403
スープ,6581,16.51%,1375
参鶏湯,5102,12.80%,799
プルコギ,2975,7.46%,140
トッポギ,1973,4.95%,710
チヂミ,1062,2.66%,369
ナムル,250,0.63%,187
