ジャンル名,売上指数（千円）,シェア,商品ランク入り数
スパゲティー,44608,69.42%,5294
スパゲッティーニ,10353,16.11%,1042
リングイネ,3461,5.39%,278
その他,2980,4.64%,690
フェットチーネ,1423,2.21%,334
フェデレリーニ,1236,1.92%,163
カッペリーニ,153,0.24%,48
ブカティーニ,40,0.06%,17
