ジャンル名,売上指数（千円）,シェア,商品ランク入り数
みかん,263000,25.19%,15376
さくらんぼ,148256,14.20%,4753
セット・詰め合わせ,87493,8.38%,3996
りんご,86873,8.32%,4071
マンゴー,82794,7.93%,3717
メロン,61870,5.92%,3550
いちご,43299,4.15%,3719
梅,39583,3.79%,2450
ブルーベリー,24494,2.35%,1204
スイカ,22212,2.13%,1700
レモン,21678,2.08%,2583
その他,21327,2.04%,2775
桃,19601,1.88%,1633
オレンジ,14451,1.38%,1562
びわ,12583,1.20%,847
パイナップル,10976,1.05%,1214
柿,10745,1.03%,789
キウイフルーツ,10289,0.99%,723
ブドウ,9103,0.87%,730
ライチ,7282,0.70%,497
グレープフルーツ,7013,0.67%,670
ザクロ,5870,0.56%,401
和梨,4880,0.47%,211
栗,4562,0.44%,551
バナナ,3769,0.36%,551
あんず,3427,0.33%,325
すだち,2221,0.21%,190
パッションフルーツ,2069,0.20%,221
じゃばら,1995,0.19%,217
マンゴスチン,1653,0.16%,125
プラム,1485,0.14%,177
アボカド,1427,0.14%,320
パパイヤ,1324,0.13%,200
ドリアン,1270,0.12%,128
ドラゴンフルーツ,1198,0.11%,151
ゆず,958,0.09%,182
イチジク,895,0.09%,170
洋梨,201,0.02%,28
かぼす,78,0.01%,20
ミラクルフルーツ,64,0.01%,10
