ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,24352,56.32%,9422
革,8472,19.59%,3108
金具・パーツ,7621,17.62%,5978
染料,2084,4.82%,941
糸,714,1.65%,469
