ジャンル名,売上指数（千円）,シェア,商品ランク入り数
油,258476,17.43%,26474
だし,203206,13.70%,21694
砂糖・甘味料,148197,9.99%,14276
しお,101091,6.82%,16919
酢,87653,5.91%,10807
しょうゆ,86253,5.82%,19089
ソース・たれ,81075,5.47%,20670
スパイス,78992,5.33%,23593
ふりかけ,51605,3.48%,11720
セット・詰め合わせ,47321,3.19%,3828
その他,42204,2.85%,7989
めんつゆ,38505,2.60%,8133
みそ,37952,2.56%,12209
ドレッシング,36204,2.44%,9812
料理の素,25494,1.72%,7771
麹,24656,1.66%,3109
ミックススパイス・混合調味料,18943,1.28%,5487
中華調味料,18897,1.27%,5663
みりん,16838,1.14%,2464
ポン酢,15060,1.02%,4188
アジアン・エスニック調味料,10043,0.68%,2443
マヨネーズ,9500,0.64%,2239
韓国調味料,7163,0.48%,2814
ケチャップ,6190,0.42%,1827
わさび,5230,0.35%,1584
ハーブ,5140,0.35%,2680
料理酒,4854,0.33%,1022
酒粕,4768,0.32%,849
ラーメンスープ,3503,0.24%,1240
からし・マスタード,3463,0.23%,1545
生わさび,2278,0.15%,412
ラード,2229,0.15%,188
