ジャンル名,売上指数（千円）,シェア,商品ランク入り数
EMS,104443,38.03%,4135
ダイエットシューズ,93314,33.98%,206
シェイプアップグッズ,27798,10.12%,1676
その他,20293,7.39%,1208
表情筋トレーニング器具,14798,5.39%,715
ダイエットクッション,8442,3.07%,585
ダイエットスリッパ,2769,1.01%,579
ダイエットサンダル,2761,1.01%,231
