ジャンル名,売上指数（千円）,シェア,商品ランク入り数
コーヒー,1687074,24.23%,103173
お茶・紅茶,1603742,23.03%,161978
水・炭酸水,1437233,20.64%,31000
炭酸飲料,794812,11.42%,30280
野菜・果実飲料,616465,8.85%,31000
スポーツドリンク,199800,2.87%,15602
お酢飲料,112584,1.62%,10957
乳酸菌飲料,99874,1.43%,9032
植物性ミルク,89930,1.29%,12164
その他,84348,1.21%,9986
甘酒,75775,1.09%,7459
希釈用ドリンク,42635,0.61%,4670
ゼリー飲料,35172,0.51%,4637
スムージー,30758,0.44%,1524
牛乳,23913,0.34%,2644
ココア・チョコレートドリンク,12668,0.18%,2846
生姜湯,8510,0.12%,543
フルーツ入り乳飲料,4368,0.06%,671
柚子茶,2670,0.04%,197
