ジャンル名,売上指数（千円）,シェア,商品ランク入り数
キッチンスポンジ,85149,53.38%,12765
浴室掃除用スポンジ,24402,15.30%,3796
柄付ブラシ・柄付たわし,20142,12.63%,4464
トイレブラシ,18926,11.87%,3775
たわし,5766,3.62%,2102
その他,3958,2.48%,1403
パイプブラシ,1166,0.73%,461
