ジャンル名,売上指数（千円）,シェア,商品ランク入り数
小麦粉,61360,44.40%,9577
その他,42117,30.48%,5928
米粉,18861,13.65%,2217
そば粉,4165,3.01%,1148
片栗粉,2903,2.10%,720
お好み焼・たこ焼き粉,2823,2.04%,631
パン粉,1683,1.22%,638
天ぷら粉,1274,0.92%,494
コーンスターチ,1164,0.84%,405
セット・詰め合わせ,1044,0.76%,290
から揚げ粉,798,0.58%,367
