ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,26559,46.21%,1676
ナマコ,6759,11.76%,216
カレイ,5050,8.79%,486
アユ,2188,3.81%,472
サメ,1861,3.24%,217
エイ,1785,3.11%,362
ハモ,1672,2.91%,206
ノドグロ,1509,2.63%,224
カンパチ,1078,1.88%,111
サワラ,1051,1.83%,150
ニシン,1045,1.82%,363
ヒラメ,864,1.50%,164
カワハギ,806,1.40%,266
トビウオ,710,1.24%,165
クエ,652,1.14%,58
クラゲ,593,1.03%,193
イワナ,451,0.78%,38
マス,450,0.78%,95
カジキ,440,0.77%,77
アカメ・メヒカリ,383,0.67%,80
ハタハタ,349,0.61%,95
アンコウ,269,0.47%,68
キス,267,0.46%,103
コイ,226,0.39%,86
イサキ,93,0.16%,27
タチウオ,81,0.14%,40
サヨリ,69,0.12%,19
カマス,53,0.09%,38
カサゴ,43,0.07%,16
メバル,29,0.05%,14
アイナメ,26,0.05%,5
スズキ,22,0.04%,6
オコゼ,16,0.03%,6
コチ,14,0.03%,5
アラ,9,0.02%,3
