ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,5063,71.37%,1870
コチュジャン,1443,20.34%,776
サムジャン,520,7.33%,174
テンジャン,58,0.81%,43
チョングッジャン,10,0.15%,3
