ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,137386,81.47%,10808
グルコサミン,17437,10.34%,673
アスタキサンチン,6252,3.71%,350
キダチアロエエキス,4325,2.57%,408
きな粉配合,2064,1.22%,202
グルタチオン含有食品,1159,0.69%,61
アマランサス配合,6,0.00%,2
