ジャンル名,売上指数（千円）,シェア,商品ランク入り数
インナー,11793,30.26%,1721
ウエストシェイパー・腹巻,8991,23.07%,1067
ソックス,6089,15.62%,1018
ふくらはぎシェイパー,5313,13.63%,664
二の腕シェイパー,4112,10.55%,593
フェイスマスク,1457,3.74%,499
その他,784,2.01%,180
太ももシェイパー,433,1.11%,118
