ジャンル名,売上指数（千円）,シェア,商品ランク入り数
トイレットペーパーホルダー,78537,38.97%,6900
トイレマット・カバー・シート,49187,24.41%,10212
その他,42952,21.31%,5307
便座,24790,12.30%,1172
携帯用洗浄機,5231,2.60%,587
トイレディスペンサー,832,0.41%,138
