ジャンル名,売上指数（千円）,シェア,商品ランク入り数
シャワーヘッド,540553,31.81%,10209
入浴剤,280423,16.50%,25574
バスマット,124737,7.34%,10439
ソープボトル・シャンプーボトル,122349,7.20%,8563
整理棚・ラック,95322,5.61%,9085
その他,85572,5.04%,9752
風呂ふた,72951,4.29%,4302
椅子,70249,4.13%,5365
タオルハンガー,56568,3.33%,6131
自動ソープディスペンサー,53941,3.17%,2351
ボディタオル,34153,2.01%,7218
石けんケース・石けん台,32864,1.93%,3331
浴槽・浴室内マット,30156,1.77%,1881
サウナハット,29139,1.71%,2286
洗面器・風呂桶,13895,0.82%,2635
ボディブラシ,11178,0.66%,1589
ボディスポンジ,10341,0.61%,2226
バス保温器,9293,0.55%,305
シャワーヘッドホルダー・シャワーフック,7642,0.45%,1409
セット,7406,0.44%,766
シャワーカーテン,5018,0.30%,1128
バスピロー,2156,0.13%,372
泡立てネット,1573,0.09%,469
バスブーツ,851,0.05%,224
軽石,803,0.05%,266
