ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,1689302,25.30%,31000
プロテイン,1587760,23.77%,40943
アミノ酸,539292,8.08%,20494
ビタミン,499250,7.48%,36146
植物性エキス,479840,7.18%,31131
ファイトケミカル,403440,6.04%,13020
コラーゲン,201968,3.02%,11002
ミネラル,194753,2.92%,22217
酵素,185676,2.78%,5826
プロバイオティクス,179064,2.68%,8831
脂肪酸・オイル,168908,2.53%,3537
食物繊維,107076,1.60%,0
プラセンタ,107073,1.60%,4125
動物性エキス,73424,1.10%,1429
グルコサミン・コンドロイチン,57435,0.86%,3714
ビタミン・ミネラル混合,43056,0.64%,1900
クエン酸,36448,0.55%,0
プロポリス,21726,0.33%,0
ラクトフェリン,21295,0.32%,853
オリゴ糖,19018,0.28%,0
ヒアルロン酸,16957,0.25%,1263
動植物性混合エキス,15821,0.24%,0
ミドリムシ,14453,0.22%,0
ローヤルゼリー,11181,0.17%,0
核酸,4179,0.06%,0
ダイエット(1903削除),0,0.00%,3502
健康維持(1903削除),0,0.00%,65132
