ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,69840,48.04%,4533
コエンザイムQ10,29939,20.59%,2881
マルチ酵素,26798,18.43%,1465
SOD,12996,8.94%,668
アルファリポ酸,5808,4.00%,700
