ジャンル名,売上指数（千円）,シェア,商品ランク入り数
スケッチブック,3272,29.52%,1475
その他,2018,18.21%,944
色画用紙,1887,17.02%,1275
和紙,1514,13.66%,864
画用紙,1199,10.82%,534
水彩紙,616,5.56%,228
ケント紙,529,4.77%,224
版画用紙,43,0.39%,16
パステル紙,6,0.05%,1
