ジャンル名,売上指数（千円）,シェア,商品ランク入り数
非常食,128053,22.10%,12794
火災警報器・ガス警報器,80788,13.94%,4450
防災セット・非常用持ちだし袋,67131,11.58%,2541
その他,62263,10.74%,4798
簡易トイレ,45479,7.85%,2999
消火器,30267,5.22%,2164
懐中電灯,24966,4.31%,4904
携帯用浄水器,19676,3.40%,649
家具転倒防止用品,19350,3.34%,4032
保存水,15324,2.64%,1220
防災ラジオ,12738,2.20%,951
メガホン・拡声器,10283,1.77%,723
固形燃料,8850,1.53%,964
避難はしご,7096,1.22%,391
応急手当用品,6813,1.18%,1025
給水用品,6031,1.04%,1220
簡易毛布・寝袋,6019,1.04%,1195
防災ヘルメット,5883,1.02%,639
携帯トイレ,5849,1.01%,963
土嚢,5505,0.95%,372
ガソリン缶,2732,0.47%,400
担架,2508,0.43%,148
防災用ストーブ,1388,0.24%,112
防災頭巾,1218,0.21%,345
笛・ホイッスル,1196,0.21%,550
放射能測定器・ガイガーカウンター,1141,0.20%,133
発熱・加熱剤,962,0.17%,341
