ジャンル名,売上指数（千円）,シェア,商品ランク入り数
消しゴム,19206,87.59%,12491
修正テープ,1364,6.22%,1588
その他,467,2.13%,820
詰め替え用修正テープ,416,1.90%,390
修正液,207,0.94%,100
電動消しゴム,136,0.62%,83
修正ペン,131,0.60%,149
