ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,15834,33.29%,1731
ナマコ,5973,12.56%,431
カレイ,4219,8.87%,657
エイ,1917,4.03%,396
サメ,1853,3.90%,240
サワラ,1633,3.43%,186
クラゲ,1617,3.40%,275
ニシン,1565,3.29%,491
カワハギ,1371,2.88%,322
アンコウ,1282,2.70%,221
クエ,1252,2.63%,94
ノドグロ,1074,2.26%,205
アユ,1011,2.13%,244
ヒラメ,1006,2.12%,205
カンパチ,890,1.87%,102
トビウオ,856,1.80%,197
アカメ・メヒカリ,837,1.76%,132
ハタハタ,687,1.44%,150
マス,559,1.18%,123
イワナ,376,0.79%,35
カジキ,345,0.73%,82
キス,317,0.67%,118
ハモ,309,0.65%,38
コイ,269,0.56%,85
サヨリ,110,0.23%,34
タチウオ,104,0.22%,29
メバル,83,0.18%,32
カマス,51,0.11%,29
カサゴ,47,0.10%,19
コチ,29,0.06%,10
スズキ,22,0.05%,11
イサキ,19,0.04%,10
オコゼ,19,0.04%,6
アイナメ,18,0.04%,5
アラ,4,0.01%,3
ヤマメ,3,0.01%,2
