ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ファスティングドリンク（短期断食）,75143,23.06%,1809
ダイエットシェイク,56476,17.33%,2505
酵素配合飲料,56117,17.22%,2601
ダイエットティー,51581,15.83%,4692
ダイエットコーヒー,33352,10.23%,2233
グリーンスムージー,31440,9.65%,1070
その他,12722,3.90%,1029
ゼリー飲料,8069,2.48%,910
ダイエットココア,961,0.30%,148
