ジャンル名,売上指数（千円）,シェア,商品ランク入り数
お会計票,6703,38.30%,855
その他,4189,23.93%,946
納品書,3053,17.44%,392
領収証,1989,11.36%,827
請求書,883,5.04%,194
カーボン紙,231,1.32%,105
入金伝票,198,1.13%,46
帳簿,129,0.73%,88
見積書,66,0.38%,22
出金伝票,61,0.35%,49
