ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ハンガー,155823,31.59%,17548
その他,90745,18.40%,12500
かご・バスケット,54837,11.12%,11627
突っ張り棒・突っ張り棚,37263,7.56%,5957
衣類収納ボックス,33597,6.81%,5863
フック,29691,6.02%,11427
マガジンボックス・ファイルボックス,25513,5.17%,3962
布団圧縮袋,18124,3.67%,2049
布団収納ケース,12306,2.50%,2232
衣類圧縮袋,11808,2.39%,2228
マグネットラック,10276,2.08%,1843
ウォールポケット,7293,1.48%,1767
有孔ボード・ペグボード,5108,1.04%,1136
レターホルダー,813,0.16%,282
