ジャンル名,売上指数（千円）,シェア,商品ランク入り数
干物・燻製・スモーク食品,57925,35.23%,8014
西京漬・漬魚,38272,23.28%,2624
その他,37694,22.93%,5028
ちりめんじゃこ・しらす干し,18075,10.99%,1903
塩辛,6390,3.89%,1595
カニミソ,1940,1.18%,359
新巻,1728,1.05%,180
あん肝,1236,0.75%,268
くさや,1147,0.70%,225
