ジャンル名,売上指数（千円）,シェア,商品ランク入り数
野菜スープ,22397,93.67%,1292
薬膳スープ,931,3.89%,68
玄米スープ,426,1.78%,81
五穀スープ,102,0.43%,13
カプサイシンスープ,55,0.23%,12
