ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,171827,29.92%,13723
マカ,48874,8.51%,4433
ウコン,46771,8.15%,4717
キノコ・マッシュルーム,38646,6.73%,2023
サラシア,35620,6.20%,1623
ブルーベリー,29556,5.15%,3414
スピルリナ,22809,3.97%,1150
ノコギリヤシ,20712,3.61%,1669
高麗人参,20097,3.50%,1187
イチョウ葉,18177,3.17%,1930
フコイダン,17261,3.01%,462
クロレラ,13385,2.33%,990
梅肉,12149,2.12%,1223
田七人参,11780,2.05%,694
トンカットアリ,11287,1.97%,845
じゃばら,9957,1.73%,805
フォルスコリ,8424,1.47%,700
ニンニク,7036,1.23%,828
アサイー,5266,0.92%,445
チアシード,5154,0.90%,605
プエラリア,3888,0.68%,461
セントジョーンズワート,2937,0.51%,594
ゴジベリー,2314,0.40%,315
マキベリー,2156,0.38%,246
カプサイシン,1837,0.32%,298
エキナセア,1669,0.29%,331
ビーポーレン,1481,0.26%,187
黒豆,1113,0.19%,79
ガラナ,1013,0.18%,93
メシマコブ茸,361,0.06%,18
カカオ,327,0.06%,46
カムカム,293,0.05%,43
バジルシード,44,0.01%,14
