ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ゴーダ,17828,58.58%,511
その他,6211,20.41%,874
チェダー,2720,8.94%,316
ラクレット,2379,7.82%,142
エメンタール,497,1.63%,67
エダム,415,1.36%,82
ミモレット,384,1.26%,80
