ジャンル名,売上指数（千円）,シェア,商品ランク入り数
コーヒー,1664390,24.60%,104863
お茶・紅茶,1627048,24.05%,163847
水・炭酸水,1197360,17.70%,31000
炭酸飲料,751940,11.11%,29853
野菜・果実飲料,691071,10.21%,31000
スポーツドリンク,208377,3.08%,15644
植物性ミルク,118011,1.74%,12926
乳酸菌飲料,112374,1.66%,9387
お酢飲料,108196,1.60%,9861
甘酒,71668,1.06%,7195
その他,57133,0.84%,5436
希釈用ドリンク,51518,0.76%,5449
ゼリー飲料,34234,0.51%,4707
スムージー,30113,0.45%,1660
牛乳,16440,0.24%,2467
ココア・チョコレートドリンク,14799,0.22%,2946
フルーツ入り乳飲料,4355,0.06%,651
生姜湯,4268,0.06%,629
柚子茶,3136,0.05%,243
