ジャンル名,売上指数（千円）,シェア,商品ランク入り数
物干しスタンド,126300,26.27%,8412
その他,90702,18.87%,8926
ランドリーラック,81187,16.89%,4000
物干しハンガー,75856,15.78%,12057
物干し竿,40799,8.49%,3228
洗濯ネット,31060,6.46%,5839
物干し金物,15041,3.13%,1336
タライ,6435,1.34%,722
洗濯バサミ,5603,1.17%,2101
洗濯ボール,4361,0.91%,623
平干しネット,2524,0.53%,593
洗濯板,880,0.18%,310
