ジャンル名,売上指数（千円）,シェア,商品ランク入り数
マカロニ,3615,49.20%,828
その他,2812,38.27%,856
ペンネ,560,7.62%,231
フジッリ,311,4.23%,150
ファルファーレ,50,0.68%,33
