ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ネックピロー・クッション,38362,40.93%,3048
耳栓,21183,22.60%,2980
アイマスク,18888,20.15%,2304
携帯用スリッパ,9361,9.99%,1309
フットレスト,4447,4.74%,656
その他,1479,1.58%,308
