ジャンル名,売上指数（千円）,シェア,商品ランク入り数
筆記具,462712,25.69%,139691
手帳・ノート・紙製品,358416,19.90%,146049
その他,122070,6.78%,24357
画材,114543,6.36%,33198
ギフトラッピング用品,102031,5.67%,66924
写真整理用品,100497,5.58%,14498
ファイル・バインダー,83343,4.63%,32839
机上収納・整理用品,82436,4.58%,17307
ラベル・ステッカー,69359,3.85%,35698
プレゼンテーション用品,68674,3.81%,9828
はさみ・裁断用品,44581,2.48%,11149
書道用具,38963,2.16%,11955
セロハンテープ・のり・接着剤,38387,2.13%,16758
ブックカバー,26765,1.49%,7407
製図用品,15203,0.84%,7574
クリップ・結束用具,13083,0.73%,9005
名札,10149,0.56%,4002
ホッチキス・穴あきパンチ,9538,0.53%,3993
マグネットシート,8675,0.48%,1428
マグネット,8516,0.47%,4545
紙幣計数機・コインカウンタ,6350,0.35%,360
画鋲・ピン,4092,0.23%,1446
製本機,3031,0.17%,1069
ブックマーク・しおり,2743,0.15%,1615
下敷き,1924,0.11%,1739
紙めくり・事務用スポンジ,1738,0.10%,1528
チェックライター・ナンバーリング,1715,0.10%,192
タスキ・腕章,785,0.04%,250
レタースケール,496,0.03%,144
