ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ワッペン・アップリケ,104507,29.30%,31000
リボン,29203,8.19%,20550
手芸用テープ,25182,7.06%,15800
ひも,24458,6.86%,13821
ファスナー,23327,6.54%,15276
その他,18587,5.21%,10969
ボタン,18399,5.16%,16043
レース,15711,4.40%,15230
ミシン糸,15093,4.23%,8470
ネームシール,13735,3.85%,3368
接着テープ・接着芯,11179,3.13%,4591
持ち手・ハンドル,7187,2.01%,2861
型紙・パターン,7168,2.01%,4498
芯地,6493,1.82%,1711
ゴム,6475,1.82%,4478
口金,5696,1.60%,3255
ホック,5314,1.49%,2925
手縫い糸,4538,1.27%,3615
面ファスナー,4196,1.18%,1689
バックル,3091,0.87%,2794
ブレード,2981,0.84%,3065
スパンコール,1310,0.37%,1777
裏地,1271,0.36%,606
チェーン,1160,0.33%,956
肩パット,241,0.07%,183
マラボー,216,0.06%,75
