ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,5047,71.27%,2097
バジル,766,10.81%,344
パセリ,288,4.07%,135
ローレル,248,3.50%,151
オレガノ,176,2.49%,105
レモングラス,165,2.33%,73
ローズマリー,139,1.97%,93
タイム,92,1.30%,59
セージ,79,1.11%,41
ペパーミント,51,0.72%,27
マジョラム,31,0.43%,18
