ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ゲルマニウムネックレス,1390,37.89%,85
ゲルマニウムブレスレット,988,26.92%,126
ゲルマニウムシール,758,20.65%,50
その他,381,10.39%,17
ゲルマニウム温浴ボール,136,3.70%,14
ゲルマニウムリング,16,0.44%,1
