ジャンル名,売上指数（千円）,シェア,商品ランク入り数
オリーブオイル,78456,29.35%,9101
こめ油,47606,17.81%,2828
ココナッツオイル,27254,10.20%,2281
ごま油,23865,8.93%,3315
その他,21582,8.07%,3284
亜麻仁油,16874,6.31%,1379
えごま油,13466,5.04%,1606
なたね油・キャノーラ油,11185,4.18%,1572
サラダ油,11110,4.16%,634
グレープシードオイル,5341,2.00%,275
セット・詰め合わせ,3691,1.38%,558
大豆油,3505,1.31%,174
アボカドオイル,865,0.32%,161
トリュフオイル,650,0.24%,175
椿油,557,0.21%,112
ひまわり油,529,0.20%,189
べに花油,411,0.15%,162
玄米油,174,0.07%,118
コーン油,135,0.05%,91
ピーナッツオイル,34,0.01%,105
マスタードオイル,14,0.01%,93
