ジャンル名,売上指数（千円）,シェア,商品ランク入り数
プロテイン,1522531,22.22%,36461
その他,1376928,20.10%,30000
ビタミン,638556,9.32%,39342
植物性エキス,569236,8.31%,45248
ファイトケミカル,526840,7.69%,14864
アミノ酸,449186,6.56%,23048
ミネラル,317910,4.64%,26330
プロバイオティクス,260981,3.81%,12072
コラーゲン,182957,2.67%,11247
酵素,166918,2.44%,10695
脂肪酸・オイル,165054,2.41%,10266
食物繊維,150152,2.19%,8117
ビタミン・ミネラル混合,92150,1.34%,3528
グルコサミン・コンドロイチン,72721,1.06%,4126
動物性エキス,67384,0.98%,4326
プラセンタ,55056,0.80%,3399
ヒアルロン酸,43765,0.64%,1533
クエン酸,38383,0.56%,3558
ラクトフェリン,38154,0.56%,1044
オリゴ糖,27023,0.39%,2509
動植物性混合エキス,24202,0.35%,1172
プロポリス,22113,0.32%,2074
ローヤルゼリー,19541,0.29%,1229
ミドリムシ,14402,0.21%,720
核酸,9391,0.14%,304
