ジャンル名,売上指数（千円）,シェア,商品ランク入り数
磁気アクセサリー,205597,84.35%,5392
その他,23581,9.67%,1373
チタンアクセサリー,6251,2.56%,765
ゲルマニウムアクセサリー,4882,2.00%,301
マイナスイオンアクセサリー,2578,1.06%,289
ブラックシリカ,586,0.24%,127
トルマリンアクセサリー,267,0.11%,32
