ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,8667,33.11%,2035
山芋・自然薯,4433,16.93%,713
ブロッコリー,2547,9.73%,562
れんこん,1717,6.56%,521
菊芋,1556,5.94%,358
カリフラワー,1405,5.37%,270
小松菜,876,3.35%,357
明日葉,781,2.98%,123
ゴーヤー,721,2.75%,227
たけのこ,702,2.68%,250
オクラ,678,2.59%,305
銀杏,521,1.99%,126
ピーマン,351,1.34%,249
大葉・しそ,249,0.95%,160
セロリ,224,0.86%,176
かぶ,208,0.80%,127
行者にんにく,142,0.54%,108
パクチー・コリアンダー,111,0.43%,125
パセリ,80,0.30%,133
エシャロット,78,0.30%,112
ヤーコン,57,0.22%,103
春菊,43,0.16%,108
水菜,26,0.10%,104
ルッコラ,5,0.02%,124
