ジャンル名,売上指数（千円）,シェア,商品ランク入り数
大豆イソフラボン,436481,63.43%,5120
ルテイン,160870,23.38%,6077
アスタキサンチン,43256,6.29%,1638
ポリフェノール,29287,4.26%,1617
カテキン,8174,1.19%,455
マルチファイトケミカル,7741,1.12%,267
その他,2340,0.34%,195
