ジャンル名,売上指数（千円）,シェア,商品ランク入り数
シジミ,24052,37.77%,1250
その他,20010,31.42%,1819
スッポン,16236,25.50%,1235
サメ,2977,4.67%,151
卵黄,407,0.64%,141
