ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,13062,63.72%,3140
辣油・ラー油,5382,26.25%,1753
豆板醤・トウバンジャン,1181,5.76%,528
甜麺醤・テンメンジャン,524,2.56%,229
辣醤・ラァジャン,350,1.71%,175
