ジャンル名,売上指数（千円）,シェア,商品ランク入り数
カキ,86114,45.82%,3896
ホタテ,64728,34.44%,4142
シジミ,9622,5.12%,1307
つぶ貝,6354,3.38%,661
アサリ,5055,2.69%,482
ハマグリ,4783,2.54%,596
アワビ,2442,1.30%,346
その他,2390,1.27%,335
ホヤ,1878,1.00%,300
サザエ,1113,0.59%,192
ほっき貝,791,0.42%,139
ムール貝,677,0.36%,174
赤貝,595,0.32%,139
エスカルゴ,361,0.19%,75
ばい貝,340,0.18%,79
平貝・タイラギ,302,0.16%,63
とこぶし,154,0.08%,18
ミル貝,154,0.08%,29
鳥貝・トリガイ,85,0.04%,20
