ジャンル名,売上指数（千円）,シェア,商品ランク入り数
シャワーヘッド,316543,22.49%,8547
入浴剤,290793,20.66%,25970
整理棚・ラック,101611,7.22%,8276
その他,98671,7.01%,9717
バスマット,93438,6.64%,8531
ソープボトル・シャンプーボトル,90490,6.43%,7279
風呂ふた,70033,4.98%,3346
自動ソープディスペンサー,61573,4.37%,2364
椅子,58083,4.13%,4370
タオルハンガー,50585,3.59%,5579
ボディブラシ,30585,2.17%,1803
ボディタオル,28824,2.05%,6081
サウナハット,23063,1.64%,2052
浴槽・浴室内マット,20155,1.43%,1976
石けんケース・石けん台,14529,1.03%,2867
洗面器・風呂桶,10967,0.78%,2061
バス保温器,10782,0.77%,306
ボディスポンジ,9349,0.66%,1719
シャワーヘッドホルダー・シャワーフック,8776,0.62%,1461
セット,8026,0.57%,659
シャワーカーテン,5455,0.39%,1121
バスピロー,2583,0.18%,457
泡立てネット,1137,0.08%,429
バスブーツ,825,0.06%,225
軽石,598,0.04%,268
