ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,9202,30.14%,3823
米みそ,4538,14.86%,1707
合わせみそ,3926,12.86%,1716
麦みそ,3648,11.95%,1485
セット・詰め合わせ,3573,11.70%,1041
赤みそ,2209,7.23%,876
白みそ,1769,5.80%,857
豆みそ,922,3.02%,465
粒みそ,744,2.44%,393
